Id,MSSubClass,Street,Utilities,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Bedroom,Kitchen,KitchenQuality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
736,75,Pave,AllPub,Inside,OldTown,2.5Unf,7,7,1914,1970,Gable,2,1,TA,6,Typ,2,TA,Detchd,1914,Unf,2,320,10,2006,WD,Normal,163000
737,90,Pave,AllPub,Inside,NAmes,1Story,3,4,1950,1950,Gable,2,2,TA,6,Typ,0,NA,Detchd,1949,Unf,2,400,7,2006,WD,Normal,93500
738,60,Pave,AllPub,CulDSac,Gilbert,2Story,8,5,2005,2005,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,800,6,2006,WD,Normal,239900
739,90,Pave,AllPub,Inside,Edwards,1Story,5,5,1987,1988,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,3,2009,WD,Alloca,179000
740,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2004,2004,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,572,4,2009,WD,Normal,190000
741,70,Pave,AllPub,Inside,OldTown,2Story,5,7,1910,2002,Gable,2,1,TA,7,Typ,0,NA,Detchd,1910,Unf,2,360,5,2007,WD,Abnorml,132000
742,20,Pave,AllPub,Inside,Sawyer,1Story,6,8,1961,1996,Hip,3,1,Gd,5,Typ,0,NA,Detchd,1962,Unf,1,288,5,2008,WD,Normal,142000
743,20,Pave,AllPub,Inside,SawyerW,1Story,7,5,2000,2001,Gable,3,1,TA,6,Typ,0,NA,Attchd,2000,Unf,2,539,12,2007,WD,Normal,179000
744,80,Pave,AllPub,Inside,Sawyer,SLvl,5,6,1963,1999,Gable,3,1,TA,6,Min2,1,TA,Attchd,1997,RFn,2,480,10,2009,WD,Normal,175000
745,120,Pave,AllPub,Inside,StoneBr,1Story,8,5,1993,1993,Gable,2,1,Gd,5,Typ,1,TA,Attchd,1993,RFn,2,462,10,2008,WD,Normal,180000
746,60,Pave,AllPub,Inside,NWAmes,2Story,8,9,1976,1996,Hip,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,Fin,2,831,7,2008,WD,Normal,299800
747,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2000,2000,Gable,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,2,554,4,2009,WD,Normal,236000
748,70,Pave,AllPub,Corner,OldTown,2Story,7,7,1880,2003,Mansard,4,1,Gd,8,Typ,1,Gd,Detchd,1950,Unf,4,864,5,2009,WD,Normal,265979
749,20,Pave,AllPub,Inside,NoRidge,1Story,7,5,1996,1996,Hip,3,1,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,3,2010,WD,Normal,260400
750,50,Pave,AllPub,Inside,Edwards,1.5Fin,4,3,1945,1950,Gable,4,1,TA,9,Mod,0,NA,Detchd,1945,Unf,1,240,4,2009,WD,Normal,98000
751,50,Pave,AllPub,Corner,OldTown,1.5Fin,4,7,1910,2004,Gable,3,1,TA,7,Min2,0,NA,NA,NA,NA,0,0,6,2010,WD,Normal,96500
752,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2003,2003,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2003,Fin,2,400,8,2007,WD,Normal,162000
753,20,Pave,AllPub,Inside,CollgCr,1Story,6,5,1997,1997,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1997,RFn,2,576,7,2006,WD,Normal,217000
754,60,Pave,AllPub,Inside,NridgHt,2Story,8,5,2005,2005,Gable,3,1,Ex,8,Typ,1,Gd,Attchd,2005,RFn,3,878,3,2006,WD,Normal,275500
755,20,Pave,AllPub,Inside,NAmes,1Story,6,8,1969,2005,Gable,3,1,Gd,5,Typ,0,NA,Detchd,1969,RFn,2,440,7,2009,WD,Normal,156000
756,160,Pave,AllPub,Inside,Somerst,2Story,6,5,1999,1999,Gable,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,3,2009,WD,Normal,172500
757,60,Pave,AllPub,Inside,CollgCr,2Story,8,5,2007,2007,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,578,4,2009,WD,Normal,212000
758,60,Pave,AllPub,CulDSac,Sawyer,2Story,6,5,1978,1978,Hip,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,4,2010,WD,Abnorml,158900
759,160,Pave,AllPub,Inside,Somerst,2Story,7,5,1999,1999,Gable,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,8,2008,WD,Normal,179400
760,60,Pave,AllPub,Inside,NoRidge,2Story,8,5,1995,1995,Gable,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,11,2007,WD,Normal,290000
761,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1959,1959,Hip,2,1,TA,5,Typ,0,NA,Detchd,2008,Unf,1,300,10,2009,WD,Normal,127500
762,30,Pave,AllPub,FR2,BrkSide,1Story,5,5,1924,1950,Gable,2,1,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440,10,2009,WD,Normal,100000
763,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2009,2009,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614,6,2010,Con,Normal,215200
764,60,Pave,AllPub,Inside,NoRidge,2Story,8,5,1999,1999,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,7,2009,WD,Normal,337000
765,120,Pave,AllPub,CulDSac,Veenker,1Story,8,5,1995,1996,Hip,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,4,2006,WD,Normal,270000
766,20,Pave,AllPub,Inside,Somerst,1Story,9,5,2008,2008,Gable,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,8,2008,New,Partial,264132
767,60,Pave,AllPub,Inside,NWAmes,2Story,7,5,1988,1988,Gable,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,3,2010,WD,Normal,196500
768,50,Pave,AllPub,Inside,Mitchel,1.5Fin,6,7,1940,1985,Gable,4,1,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423,7,2008,WD,Normal,160000
769,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2004,2005,Hip,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,10,2006,WD,Normal,216837
770,60,Pave,AllPub,CulDSac,StoneBr,2Story,8,5,2003,2003,Hip,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,6,2010,WD,Normal,538000
771,85,Pave,AllPub,CulDSac,Sawyer,SFoyer,5,5,1982,1982,Hip,2,1,TA,5,Typ,0,NA,Detchd,1983,Unf,2,576,4,2009,WD,Normal,134900
772,20,Pave,AllPub,Inside,Edwards,1Story,4,5,1951,1951,Gable,2,1,TA,6,Typ,0,NA,Detchd,1951,Unf,2,396,4,2006,COD,Normal,102000
773,80,Pave,AllPub,Inside,Edwards,SLvl,6,5,1976,1976,Gable,3,1,TA,6,Typ,1,TA,Detchd,1976,Unf,2,672,3,2010,WD,Abnorml,107000
774,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1958,1958,Gable,2,1,TA,5,Typ,0,NA,Attchd,1958,RFn,1,275,7,2007,COD,Normal,114500
775,20,Pave,AllPub,Corner,NridgHt,1Story,8,5,2006,2006,Hip,3,1,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895,7,2007,New,Partial,395000
776,120,Pave,AllPub,FR2,Mitchel,1Story,6,5,1998,1998,Hip,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,412,6,2009,WD,Normal,162000
777,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2005,2006,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,865,7,2006,New,Partial,221500
778,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1974,1974,Hip,3,1,TA,5,Typ,1,Fa,Attchd,1974,Unf,2,440,6,2006,WD,Normal,142500
779,90,Pave,AllPub,Inside,SawyerW,1Story,5,5,1977,1977,Gable,4,2,TA,10,Typ,2,TA,Detchd,1977,Unf,2,630,10,2007,WD,Normal,144000
780,90,Pave,AllPub,Inside,Mitchel,SFoyer,6,5,1977,1977,Gable,2,1,TA,4,Typ,0,NA,Attchd,1977,Unf,2,504,5,2006,WD,Normal,135000
781,20,Pave,AllPub,Inside,Gilbert,1Story,7,5,1995,1996,Gable,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,402,6,2007,WD,Normal,176000
782,60,Pave,AllPub,Inside,SawyerW,2Story,6,5,1992,1992,Gable,3,1,Gd,7,Typ,0,NA,Attchd,1992,RFn,2,484,7,2006,WD,Normal,175900
783,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2001,2002,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,605,6,2009,WD,Normal,187100
784,85,Pave,AllPub,Corner,Mitchel,SFoyer,5,6,1978,1978,Gable,1,1,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,602,7,2009,WD,Normal,165500
785,75,Pave,AllPub,Inside,OldTown,2.5Unf,6,6,1914,2001,Gable,3,1,TA,9,Typ,1,Gd,NA,NA,NA,0,0,6,2008,WD,Normal,128000
786,20,Pave,AllPub,Inside,NWAmes,1Story,6,5,1967,1967,Gable,3,1,TA,7,Typ,1,Gd,Attchd,1967,Unf,2,457,9,2009,WD,Normal,161500
787,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,6,1915,1950,Gable,4,1,TA,7,Typ,0,NA,Detchd,1961,Unf,1,416,6,2010,WD,Normal,139000
788,60,Pave,AllPub,Inside,SawyerW,2Story,7,5,2004,2004,Gable,4,1,Gd,8,Typ,0,NA,BuiltIn,2004,RFn,2,618,1,2010,WD,Normal,233000
789,20,Pave,AllPub,Corner,OldTown,1Story,4,7,1954,2000,Gable,2,1,TA,4,Typ,0,NA,Detchd,1954,Unf,1,281,8,2008,WD,Normal,107900
790,60,Pave,AllPub,Inside,ClearCr,2Story,6,8,1966,2007,Gable,5,1,Gd,9,Typ,0,NA,Attchd,1966,Fin,2,444,7,2007,WD,Normal,187500
791,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,2,1,Gd,5,Typ,1,Gd,Attchd,2005,Fin,2,397,9,2009,WD,Normal,160200
792,80,Pave,AllPub,Corner,Mitchel,SLvl,6,5,1976,1976,Gable,3,1,TA,5,Typ,2,TA,Attchd,1976,RFn,2,539,5,2007,WD,Normal,146800
793,60,Pave,AllPub,CulDSac,NoRidge,2Story,7,5,1996,1997,Gable,3,1,TA,8,Typ,1,TA,Attchd,1997,Unf,2,455,6,2007,WD,Normal,269790
794,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2007,2007,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,474,6,2007,New,Partial,225000
795,60,Pave,AllPub,Corner,Gilbert,2Story,7,5,1994,1996,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,409,10,2008,WD,Normal,194500
796,60,Pave,AllPub,Inside,SawyerW,2Story,6,6,1980,1981,Gable,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,476,4,2010,WD,Normal,171000
797,20,Pave,AllPub,Inside,Sawyer,1Story,6,5,1977,1977,Gable,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,528,4,2007,WD,Normal,143500
798,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1953,1953,Gable,2,1,TA,4,Typ,0,NA,Attchd,1953,Unf,1,240,4,2008,WD,Abnorml,110000
799,60,Pave,AllPub,Inside,NridgHt,2Story,9,5,2008,2009,Hip,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009,Fin,3,820,7,2009,New,Partial,485000
800,50,Pave,AllPub,Corner,SWISU,1.5Fin,5,7,1937,1950,Gable,3,1,Gd,7,Typ,2,TA,Detchd,1939,Unf,1,240,6,2007,WD,Normal,175000
801,60,Pave,AllPub,Inside,ClearCr,2Story,6,5,1997,1997,Gable,4,1,Gd,8,Typ,0,NA,Attchd,1997,RFn,2,603,5,2008,WD,Normal,200000
802,30,Pave,AllPub,Inside,IDOTRR,1Story,4,7,1916,1990,Gable,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,440,7,2007,WD,Normal,109900
803,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2005,2005,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,410,10,2008,WD,Normal,189000
804,60,Pave,AllPub,Inside,NridgHt,2Story,9,5,2008,2009,Hip,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009,RFn,3,1020,1,2009,New,Partial,582933
805,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1954,1954,Gable,2,1,TA,5,Min1,0,NA,Attchd,1954,Unf,1,286,6,2006,WD,Family,118000
806,20,Pave,AllPub,FR2,Somerst,1Story,7,5,2008,2008,Gable,3,1,Ex,6,Typ,0,NA,Attchd,2008,RFn,2,554,7,2008,New,Partial,227680
807,80,Pave,AllPub,Inside,NAmes,SLvl,5,5,1967,1967,Gable,3,1,TA,6,Typ,0,NA,Attchd,1967,Fin,1,384,10,2006,WD,Normal,135500
808,70,Pave,AllPub,Inside,BrkSide,2Story,5,6,1923,2004,Gable,3,1,Gd,6,Typ,1,TA,Attchd,1923,RFn,2,528,5,2009,WD,Normal,223500
809,80,Pave,AllPub,Inside,NAmes,SLvl,5,5,1966,1966,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1966,RFn,2,484,6,2006,WD,Normal,159950
810,75,Pave,AllPub,Corner,OldTown,2.5Unf,5,5,1898,1965,Hip,2,3,TA,11,Typ,0,NA,Detchd,1910,Unf,2,360,11,2009,WD,Normal,106000
811,20,Pave,AllPub,Inside,NWAmes,1Story,6,6,1974,1999,Hip,3,1,Gd,5,Typ,1,Fa,Attchd,1974,RFn,2,484,1,2006,WD,Normal,181000
812,120,Pave,AllPub,Inside,CollgCr,1Story,6,5,2004,2004,Gable,1,1,Gd,4,Typ,1,Gd,Attchd,2004,Fin,2,420,6,2008,ConLD,Normal,144500
813,20,Grvl,AllPub,Inside,IDOTRR,1Story,5,5,1952,1952,Hip,2,1,Fa,4,Typ,0,NA,Basment,1952,Unf,2,504,6,2010,WD,Alloca,55993
814,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1958,1958,Gable,4,1,TA,7,Typ,0,NA,Attchd,1958,RFn,1,301,4,2007,COD,Normal,157900
815,50,Pave,AllPub,Inside,Edwards,1.5Fin,5,7,1918,1950,Gable,3,1,Fa,7,Typ,0,NA,Detchd,1955,Unf,1,280,7,2006,WD,Normal,116000
816,20,Pave,AllPub,CulDSac,CollgCr,1Story,7,5,1998,1998,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1998,RFn,2,598,5,2010,WD,Normal,224900
817,20,Pave,AllPub,Corner,NAmes,1Story,5,6,1954,1954,Gable,2,1,TA,4,Typ,1,Gd,Attchd,1954,RFn,1,275,7,2006,WD,Normal,137000
818,20,Pave,AllPub,CulDSac,Mitchel,1Story,8,5,2002,2002,Hip,3,1,Gd,7,Typ,2,Gd,Attchd,2002,RFn,3,857,7,2008,WD,Normal,271000
819,80,Pave,AllPub,Inside,ClearCr,SLvl,6,7,1971,1971,Gable,3,1,TA,6,Typ,0,NA,Attchd,1971,Unf,2,440,6,2010,WD,Normal,155000
820,120,Pave,AllPub,Inside,NridgHt,1Story,7,5,2009,2010,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2010,RFn,2,484,6,2010,New,Partial,224000
821,60,Pave,AllPub,CulDSac,CollgCr,2Story,7,5,2003,2003,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2003,RFn,2,595,6,2008,WD,Normal,183000
822,20,Pave,AllPub,Inside,OldTown,1Story,4,4,1953,1953,Gable,2,1,TA,4,Min2,0,NA,Detchd,1974,Unf,2,576,2,2009,WD,Normal,93000
823,60,Pave,AllPub,Corner,Gilbert,2Story,7,5,2003,2003,Gable,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,433,10,2007,WD,Family,225000
824,50,Pave,AllPub,Inside,SWISU,1.5Fin,6,7,1940,1950,Gable,3,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,240,7,2009,WD,Normal,139500
825,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2006,2006,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,776,6,2006,New,Partial,232600
826,20,Pave,AllPub,Inside,NridgHt,1Story,10,5,2007,2008,Hip,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,1220,6,2008,New,Partial,385000
827,45,Pave,AllPub,Inside,BrkSide,1.5Unf,5,6,1924,1950,Gable,2,1,Gd,5,Typ,0,NA,NA,NA,NA,0,0,5,2008,WD,Normal,109500
828,20,Pave,AllPub,Inside,SawyerW,1Story,7,5,2001,2001,Gable,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,527,4,2009,WD,Normal,189000
829,60,Pave,AllPub,CulDSac,ClearCr,2Story,5,5,1967,1967,Flat,3,1,TA,7,Min2,0,NA,Attchd,1967,Fin,2,538,6,2009,WD,Abnorml,185000
830,160,Pave,AllPub,Inside,Somerst,2Story,7,5,2005,2005,Gable,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,480,7,2006,WD,Normal,147400
831,20,Pave,AllPub,Corner,NAmes,1Story,6,5,1957,1957,Gable,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,2,458,6,2008,WD,Normal,166000
832,160,Pave,AllPub,Inside,Somerst,2Story,7,5,2005,2005,Gable,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,480,6,2006,WD,Normal,151000
833,60,Pave,AllPub,CulDSac,CollgCr,2Story,7,6,2003,2003,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2003,RFn,2,613,1,2010,WD,Normal,237000
834,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1964,1964,Gable,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,472,2,2009,WD,Normal,167000
835,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1961,1961,Gable,3,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,456,9,2008,WD,Normal,139950
836,20,Pave,AllPub,Inside,Sawyer,1Story,4,7,1950,1995,Gable,2,1,Gd,4,Min2,0,NA,Attchd,1996,Unf,2,436,2,2010,WD,Normal,128000
837,30,Pave,AllPub,Inside,OldTown,1Story,5,6,1948,1973,Gable,2,1,TA,5,Min2,0,NA,Detchd,1948,Unf,2,812,6,2007,COD,Normal,153500
838,160,Pave,AllPub,Inside,BrDale,2Story,6,5,1973,1973,Gable,2,1,TA,5,Typ,0,NA,Detchd,1973,Unf,1,264,11,2008,WD,Normal,100000
839,20,Pave,AllPub,Inside,CollgCr,1Story,5,6,1995,2006,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1999,Unf,1,352,6,2008,WD,Normal,144000
840,50,Pave,AllPub,Inside,Edwards,1.5Fin,5,6,1946,1995,Gable,3,1,TA,6,Typ,0,NA,Detchd,1946,Unf,1,240,5,2008,WD,Normal,130500
841,70,Pave,AllPub,Inside,SWISU,2Story,6,8,1925,1950,Gable,4,1,Fa,7,Typ,0,NA,Detchd,1934,Unf,1,400,3,2008,WD,Normal,140000
842,70,Pave,AllPub,Inside,OldTown,2Story,5,8,1904,2002,Gable,3,1,Gd,8,Typ,1,Po,Detchd,1983,Unf,2,686,6,2008,WD,Normal,157500
843,80,Pave,AllPub,Inside,NAmes,SLvl,6,7,1966,1966,Gable,3,1,TA,6,Typ,0,NA,Attchd,1966,RFn,2,490,5,2008,WD,Normal,174900
844,90,Pave,AllPub,Corner,NAmes,1Story,5,4,1961,1961,Gable,6,2,TA,10,Typ,0,NA,NA,NA,NA,0,0,7,2007,WD,Normal,141000
845,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,8,1915,1950,Gable,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,720,6,2008,WD,Normal,153900
846,85,Pave,AllPub,CulDSac,Sawyer,SFoyer,5,5,1975,1981,Gable,3,1,TA,6,Min2,2,TA,Basment,1975,Fin,2,611,1,2007,WD,Normal,171000
847,60,Pave,AllPub,Inside,SawyerW,2Story,7,5,1993,1993,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1993,Unf,2,425,7,2009,WD,Normal,213000
848,20,Pave,AllPub,CulDSac,CollgCr,1Story,5,6,1972,1972,Gable,3,1,TA,5,Typ,1,Fa,Attchd,1972,Unf,1,338,8,2009,WD,Normal,133500
849,50,Pave,AllPub,Inside,ClearCr,1.5Fin,6,8,1908,1997,Gable,5,1,TA,10,Typ,1,Gd,Detchd,1908,Unf,2,360,9,2008,WD,Normal,240000
850,80,Pave,AllPub,FR2,Veenker,SLvl,6,7,1976,1994,Hip,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,512,8,2007,WD,Normal,187000
851,120,Pave,AllPub,Inside,CollgCr,1Story,6,5,2003,2003,Gable,1,1,Gd,3,Typ,0,NA,Attchd,2003,Fin,2,420,11,2007,WD,Normal,131500
852,120,Pave,AllPub,Inside,Blmngtn,1Story,8,5,2003,2003,Gable,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,400,5,2006,WD,Normal,215000
853,75,Pave,AllPub,Inside,Crawfor,2.5Unf,7,5,1941,1950,Gable,4,1,TA,7,Typ,2,Gd,Detchd,1941,Unf,1,240,8,2007,WD,Normal,164000
854,80,Pave,AllPub,Corner,NAmes,SLvl,6,6,1964,1964,Gable,3,1,TA,7,Typ,1,Fa,Attchd,1964,RFn,2,645,8,2009,WD,Normal,158000
855,20,Pave,AllPub,Inside,Sawyer,1Story,5,4,1955,1974,Hip,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,454,7,2006,WD,Abnorml,170000
856,20,Pave,AllPub,Corner,Sawyer,1Story,5,8,1962,2010,Gable,3,1,TA,6,Typ,0,NA,Detchd,1962,Unf,1,260,4,2010,WD,Normal,127000
857,80,Pave,AllPub,Inside,CollgCr,SLvl,6,6,1978,1978,Gable,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,2,576,10,2008,WD,Normal,147000
858,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,1994,1995,Gable,3,1,TA,6,Typ,1,TA,Attchd,1994,Fin,2,343,3,2009,WD,Normal,174000
859,20,Pave,AllPub,Inside,NWAmes,1Story,7,5,1976,1976,Gable,3,1,TA,6,Typ,1,TA,Attchd,1976,RFn,2,479,6,2009,WD,Family,152000
860,60,Pave,AllPub,Corner,NWAmes,2Story,6,7,1968,1984,Gable,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,619,8,2006,WD,Normal,250000
861,50,Pave,AllPub,Corner,Crawfor,1.5Fin,7,8,1918,1998,Gable,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216,6,2007,WD,Normal,189950
862,190,Pave,AllPub,Inside,Sawyer,1Story,5,4,1965,1965,Hip,3,1,TA,6,Typ,0,NA,Attchd,1965,Unf,2,504,4,2010,WD,Normal,131500
863,20,Pave,AllPub,Corner,SawyerW,1Story,6,5,1984,1985,Hip,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,5,2010,WD,Normal,152000
864,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1959,1959,Hip,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,672,7,2009,WD,Normal,132500
865,20,Pave,AllPub,Inside,Somerst,1Story,7,5,2007,2008,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,529,5,2008,New,Partial,250580
866,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1970,1970,Gable,3,1,TA,5,Typ,0,NA,Detchd,1973,Unf,2,902,8,2009,WD,Normal,148500
867,20,Pave,AllPub,Inside,Timber,1Story,8,5,2006,2007,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,870,11,2007,New,Partial,248900
868,20,Pave,AllPub,Corner,Sawyer,1Story,4,5,1961,1961,Gable,3,1,Fa,5,Typ,0,NA,Attchd,1961,RFn,2,544,5,2007,WD,Normal,129000
869,60,Pave,AllPub,Corner,Gilbert,2Story,5,6,1948,1950,Gable,2,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,672,5,2006,WD,Normal,169000
870,60,Pave,AllPub,Inside,SawyerW,2Story,7,5,1993,1994,Gable,3,1,Gd,8,Typ,1,TA,Attchd,1993,Fin,2,574,6,2010,WD,Normal,236000
871,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1962,1962,Hip,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,1,308,8,2009,WD,Normal,109500
872,60,Pave,AllPub,Inside,CollgCr,2Story,6,5,1998,1998,Gable,3,1,Gd,7,Typ,0,NA,Attchd,1998,RFn,2,523,6,2010,WD,Normal,200500
873,20,Pave,AllPub,Corner,NAmes,1Story,5,7,1953,1996,Gable,3,1,Gd,5,Typ,0,NA,Attchd,1953,Unf,2,414,10,2008,WD,Normal,116000
874,40,Pave,AllPub,Inside,NAmes,1Story,5,7,1949,1950,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,9,2009,WD,Normal,133000
875,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,3,1,TA,5,Typ,0,NA,Detchd,1941,Unf,1,200,8,2009,WD,Abnorml,66500
876,60,Pave,AllPub,Inside,Somerst,2Story,8,5,2007,2007,Gable,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,2,550,8,2007,New,Partial,303477
877,20,Pave,AllPub,Inside,Mitchel,1Story,4,5,1963,1963,Gable,3,1,TA,5,Typ,0,NA,Attchd,1963,Unf,2,648,1,2007,WD,Normal,132250
878,60,Pave,AllPub,Inside,NridgHt,2Story,9,5,2004,2005,Hip,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,738,6,2009,WD,Normal,350000
879,85,Pave,AllPub,Inside,Sawyer,SFoyer,5,7,1961,1995,Gable,3,1,Gd,6,Min2,0,NA,Detchd,1987,Unf,2,576,6,2010,WD,Normal,148000
880,20,Pave,AllPub,CulDSac,CollgCr,1Story,5,8,1978,2005,Gable,3,1,TA,6,Typ,0,NA,Attchd,1978,Unf,1,336,7,2009,WD,Normal,136500
881,20,Pave,AllPub,Inside,Edwards,1Story,5,5,2005,2006,Gable,2,1,TA,5,Typ,0,NA,Attchd,2005,Fin,2,450,6,2007,WD,Normal,157000
882,50,Pave,AllPub,CulDSac,Timber,1.5Fin,7,5,1990,1991,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,2,400,4,2007,WD,Normal,187500
883,60,Pave,AllPub,Corner,Gilbert,2Story,6,5,1992,1993,Gable,3,1,TA,7,Typ,1,TA,BuiltIn,1993,RFn,2,389,12,2009,WD,Normal,178000
884,75,Pave,AllPub,Inside,SWISU,2.5Fin,4,5,1912,1950,Gable,5,1,TA,10,Typ,0,NA,Detchd,1997,Unf,1,440,3,2006,WD,Normal,118500
885,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1967,1967,Gable,3,1,TA,5,Typ,0,NA,Attchd,1967,RFn,1,288,7,2009,WD,Normal,100000
886,120,Pave,AllPub,CulDSac,Somerst,1Story,9,5,1999,2000,Gable,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,506,1,2008,CWD,Abnorml,328900
